session_id,station_id,user_id,energy_kwh,kwh_requested,shortfall_kwh,idle_h,p2_label
1_1_178_817_2018-09-13 15:24:32.185314,1-1-178-817,,,,,,UNCLAIMED_NO_DATA
1_1_178_817_2018-09-14 14:26:26.716890,1-1-178-817,,,,,,UNCLAIMED_NO_DATA
1_1_178_817_2018-09-17 14:08:14.125501,1-1-178-817,user-378,,5.0,,,ENERGY_MET
1_1_178_817_2018-09-18 13:43:47.796335,1-1-178-817,user-405,,10.0,,,ENERGY_MET
1_1_178_817_2018-09-18 23:05:53.946381,1-1-178-817,user-467,,17.0,,,ENERGY_MET
1_1_178_817_2018-09-19 12:47:54.028274,1-1-178-817,,,,,,UNCLAIMED_NO_DATA
1_1_178_817_2018-09-19 22:36:38.298341,1-1-178-817,,,,,,UNCLAIMED_NO_DATA
1_1_178_817_2018-09-20 13:29:27.952276,1-1-178-817,user-322,,17.5,,,ENERGY_MET
1_1_178_817_2018-09-21 13:25:07.407473,1-1-178-817,user-322,,15.0,,,ENERGY_MET
1_1_178_817_2018-09-24 13:32:07.971864,1-1-178-817,user-322,,10.0,,,ENERGY_MET
1_1_178_817_2018-09-24 23:00:28.130406,1-1-178-817,user-341,,12.0,,,ENERGY_MET
1_1_178_817_2018-09-25 13:50:15.087669,1-1-178-817,user-414,,14.0,,,ENERGY_MET
1_1_178_817_2018-09-26 13:26:00.526916,1-1-178-817,user-322,,17.5,,,ENERGY_MET
1_1_178_817_2018-09-27 13:30:28.147830,1-1-178-817,user-322,,17.5,,,ENERGY_MET
1_1_178_817_2018-09-27 18:27:04.466007,1-1-178-817,,,,,,UNCLAIMED_NO_DATA
1_1_178_817_2018-09-28 15:23:37.737673,1-1-178-817,user-431,,28.0,,,ENERGY_MET
1_1_178_817_2018-09-28 21:46:24.049216,1-1-178-817,,,,,,UNCLAIMED_NO_DATA
1_1_178_817_2018-10-01 13:31:05.967166,1-1-178-817,user-176,,18.75,,,ENERGY_MET
1_1_178_817_2018-10-02 13:39:46.033611,1-1-178-817,user-176,,18.75,,,ENERGY_MET
1_1_178_817_2018-10-03 13:42:35.005120,1-1-178-817,,,,,,UNCLAIMED_NO_DATA
1_1_178_817_2018-10-04 13:26:17.187424,1-1-178-817,,,,,,UNCLAIMED_NO_DATA
1_1_178_817_2018-10-04 22:52:18.191234,1-1-178-817,,,,,,UNCLAIMED_NO_DATA
1_1_178_817_2018-10-05 13:46:02.942419,1-1-178-817,,,,,,UNCLAIMED_NO_DATA
1_1_178_817_2018-10-08 13:28:52.700696,1-1-178-817,user-409,,12.0,,,ENERGY_MET
1_1_178_817_2018-10-08 20:54:24.215877,1-1-178-817,,,,,0.25194444444444447,UNCLAIMED_NO_DATA
1_1_178_817_2018-10-09 13:25:35.226369,1-1-178-817,user-176,,18.75,,2.890277777777778,ENERGY_MET
1_1_178_817_2018-10-09 21:42:42.359735,1-1-178-817,user-405,,10.0,,3.1616666666666666,ENERGY_MET
1_1_178_817_2018-10-10 13:24:59.178059,1-1-178-817,,,,,2.421666666666667,UNCLAIMED_NO_DATA
1_1_178_817_2018-10-11 01:44:19.427675,1-1-178-817,,,,,1.4777777777777779,UNCLAIMED_NO_DATA
1_1_178_817_2018-10-11 14:17:07.592815,1-1-178-817,,,,,7.216944444444445,UNCLAIMED_NO_DATA
1_1_178_817_2018-10-12 15:26:28.280736,1-1-178-817,,,,,-0.01638888888888889,UNCLAIMED_NO_DATA
1_1_178_817_2018-10-12 16:51:11.746500,1-1-178-817,,,,,-0.01638888888888889,UNCLAIMED_NO_DATA
1_1_178_817_2018-10-12 18:15:55.282681,1-1-178-817,,,,,0.24666666666666667,UNCLAIMED_NO_DATA
1_1_178_817_2018-10-13 01:44:39.735680,1-1-178-817,user-551,,8.88,,0.4886111111111111,ENERGY_MET
1_1_178_817_2018-10-13 17:13:03.600389,1-1-178-817,user-335,,15.125,,0.001388888888888889,ENERGY_MET
1_1_178_817_2018-10-13 23:35:18.711704,1-1-178-817,,,,,1.2847222222222223,UNCLAIMED_NO_DATA
1_1_178_817_2018-10-14 17:05:45.468114,1-1-178-817,,,,,2.6372222222222224,UNCLAIMED_NO_DATA
1_1_178_817_2018-10-15 14:01:18.159642,1-1-178-817,user-443,,28.0,,1.9991666666666668,ENERGY_MET
1_1_178_817_2018-10-16 13:46:24.417903,1-1-178-817,user-576,,40.0,,0.6125,ENERGY_MET
1_1_178_817_2018-10-16 18:24:26.759026,1-1-178-817,user-346,,11.19,,2.0769444444444445,ENERGY_MET
1_1_178_817_2018-10-16 23:12:37.164744,1-1-178-817,,,,,0.0022222222222222222,UNCLAIMED_NO_DATA
1_1_178_817_2018-10-17 13:39:22.282314,1-1-178-817,user-176,,18.75,,5.481111111111111,ENERGY_MET
1_1_178_817_2018-10-18 13:43:33.989455,1-1-178-817,user-409,,12.0,,0.0022222222222222222,ENERGY_MET
1_1_178_817_2018-10-19 14:10:48.891207,1-1-178-817,user-372,,9.0,,7.786666666666667,ENERGY_MET
1_1_178_817_2018-10-22 13:30:12.046067,1-1-178-817,user-176,,18.75,,4.883333333333334,ENERGY_MET
1_1_178_817_2018-10-23 13:31:02.681240,1-1-178-817,user-176,,18.75,,4.169722222222222,ENERGY_MET
1_1_178_817_2018-10-23 23:00:00.955437,1-1-178-817,,,,,6.859166666666667,UNCLAIMED_NO_DATA
1_1_178_817_2018-10-24 12:39:44.614426,1-1-178-817,user-933,,16.0,,0.03111111111111111,ENERGY_MET
1_1_178_817_2018-10-24 23:50:53.490334,1-1-178-817,user-433,,14.3,,0.0325,ENERGY_MET
1_1_178_817_2018-10-25 12:06:38.127001,1-1-178-817,user-933,,40.0,,0.5408333333333334,ENERGY_MET
1_1_178_817_2018-10-26 14:19:18.489628,1-1-178-817,,,,,6.207222222222223,UNCLAIMED_NO_DATA
1_1_178_817_2018-10-27 20:46:19.817616,1-1-178-817,user-933,,61.75,,0.0022222222222222222,ENERGY_MET
1_1_178_817_2018-10-28 17:45:50.327296,1-1-178-817,,,,,4.7508333333333335,UNCLAIMED_NO_DATA
1_1_178_817_2018-10-29 13:30:44.368476,1-1-178-817,user-176,,18.75,,5.166944444444445,ENERGY_MET
1_1_178_817_2018-10-30 13:40:07.232998,1-1-178-817,user-176,,18.75,,0.6713888888888889,ENERGY_MET
1_1_178_817_2018-10-30 19:34:58.721850,1-1-178-817,user-531,,6.82,,0.37555555555555553,ENERGY_MET
1_1_178_817_2018-10-31 00:18:46.479605,1-1-178-817,user-405,,10.0,,4.098611111111111,ENERGY_MET
1_1_178_817_2018-10-31 13:49:14.453517,1-1-178-817,user-576,,24.0,,6.9675,ENERGY_MET
1_1_178_817_2018-11-01 13:46:56.052928,1-1-178-817,user-414,,15.0,,6.475,ENERGY_MET
1_1_178_817_2018-11-02 13:28:43.875289,1-1-178-817,user-176,,18.75,,5.226944444444444,ENERGY_MET
1_1_178_817_2018-11-05 14:29:07.838704,1-1-178-817,user-176,,16.65,,2.3655555555555554,ENERGY_MET
1_1_178_817_2018-11-06 14:21:30.160417,1-1-178-817,user-553,,16.0,,6.515555555555555,ENERGY_MET
1_1_178_817_2018-11-07 13:31:30.712020,1-1-178-817,user-933,,29.25,,5.810833333333333,ENERGY_MET
1_1_178_817_2018-11-08 15:04:02.679065,1-1-178-817,user-409,,12.0,,6.358888888888889,ENERGY_MET
1_1_178_817_2018-11-09 15:32:55.838059,1-1-178-817,,,,,1.966388888888889,UNCLAIMED_NO_DATA
1_1_178_817_2018-11-12 14:46:04.099726,1-1-178-817,user-576,,24.0,,2.5244444444444443,ENERGY_MET
1_1_178_817_2018-11-12 19:39:29.617162,1-1-178-817,user-342,,90.0,,0.001388888888888889,ENERGY_MET
1_1_178_817_2018-11-13 19:55:51.521765,1-1-178-817,user-1060,,20.0,,1.0191666666666668,ENERGY_MET
1_1_178_817_2018-11-14 14:32:42.944415,1-1-178-817,user-378,,40.0,,1.878611111111111,ENERGY_MET
1_1_178_817_2018-11-15 14:33:05.782863,1-1-178-817,user-322,,18.78,,0.6930555555555555,ENERGY_MET
1_1_178_817_2018-11-15 19:08:52.763090,1-1-178-817,,,,,2.942222222222222,UNCLAIMED_NO_DATA
1_1_178_817_2018-11-16 14:15:25.090053,1-1-178-817,user-462,,4.0,,5.108888888888889,ENERGY_MET
1_1_178_817_2018-11-16 21:19:00.141585,1-1-178-817,user-741,,79.92,,0.001388888888888889,ENERGY_MET
1_1_178_817_2018-11-19 00:02:17.653963,1-1-178-817,user-933,,55.25,,0.003611111111111111,ENERGY_MET
1_1_178_817_2018-11-19 14:14:47.562131,1-1-178-817,,,,,7.868333333333333,UNCLAIMED_NO_DATA
1_1_178_817_2018-11-20 14:37:06.785738,1-1-178-817,user-414,,15.0,,6.267222222222222,ENERGY_MET
1_1_178_817_2018-11-21 15:44:40.820396,1-1-178-817,user-335,,15.125,,0.0011111111111111111,ENERGY_MET
1_1_178_817_2018-11-25 20:15:29.418310,1-1-178-817,user-462,,4.0,,0.001388888888888889,ENERGY_MET
1_1_178_817_2018-11-26 14:52:20.462940,1-1-178-817,user-576,,36.0,,0.01972222222222222,ENERGY_MET
1_1_178_817_2018-11-26 19:33:26.747826,1-1-178-817,user-76,,24.0,,0.0016666666666666668,ENERGY_MET
1_1_178_817_2018-11-27 14:53:46.589668,1-1-178-817,,,,,2.274722222222222,UNCLAIMED_NO_DATA
1_1_178_817_2018-11-28 00:35:13.484347,1-1-178-817,user-76,,12.0,,0.001388888888888889,ENERGY_MET
1_1_178_817_2018-11-29 14:58:21.091911,1-1-178-817,user-576,,40.0,,6.159722222222222,ENERGY_MET
1_1_178_817_2018-11-30 14:46:11.520649,1-1-178-817,user-576,,32.0,,5.041944444444445,ENERGY_MET
1_1_178_817_2018-11-30 22:58:58.004244,1-1-178-817,user-220,,18.75,,0.001388888888888889,ENERGY_MET
1_1_178_817_2018-12-03 05:32:44.759747,1-1-178-817,user-449,,20.0,,0.001388888888888889,ENERGY_MET
1_1_178_817_2018-12-03 14:27:57.351490,1-1-178-817,user-371,,18.0,,5.561944444444444,ENERGY_MET
1_1_178_817_2018-12-04 14:33:35.262595,1-1-178-817,user-553,,16.0,,1.18,ENERGY_MET
1_1_178_817_2018-12-04 19:16:19.828928,1-1-178-817,user-346,,18.65,,2.346111111111111,ENERGY_MET
1_1_178_817_2018-12-05 14:38:37.940916,1-1-178-817,user-176,,16.65,,4.666666666666667,ENERGY_MET
1_1_178_817_2018-12-05 23:55:11.263005,1-1-178-817,user-607,,21.84,,0.5113888888888889,ENERGY_MET
1_1_178_817_2018-12-06 15:01:24.583401,1-1-178-817,user-576,,28.0,,6.988333333333333,ENERGY_MET
1_1_178_817_2018-12-07 16:35:26.641666,1-1-178-817,user-431,,21.0,,2.988611111111111,ENERGY_MET
1_1_178_817_2018-12-10 14:44:24.811806,1-1-178-817,user-396,,75.0,,2.9272222222222224,ENERGY_MET
1_1_178_817_2018-12-11 14:27:15.553538,1-1-178-817,user-322,,21.91,,1.8655555555555556,ENERGY_MET
1_1_178_817_2018-12-12 14:53:30.930420,1-1-178-817,user-409,,12.0,,0.001388888888888889,ENERGY_MET
1_1_178_817_2018-12-13 14:23:05.739230,1-1-178-817,user-322,,21.91,,0.01138888888888889,ENERGY_MET
1_1_178_817_2018-12-13 21:19:29.608291,1-1-178-817,user-436,,35.0,,2.7883333333333336,ENERGY_MET
1_1_178_817_2018-12-14 14:25:14.993781,1-1-178-817,user-322,,15.65,,5.529166666666667,ENERGY_MET
1_1_178_817_2018-12-14 23:51:00.056270,1-1-178-817,,,,,0.6886111111111111,UNCLAIMED_NO_DATA
1_1_178_817_2018-12-17 14:52:20.217758,1-1-178-817,user-576,,32.0,,5.458055555555555,ENERGY_MET
1_1_178_817_2018-12-18 14:52:58.319825,1-1-178-817,,,,,0.7302777777777778,UNCLAIMED_NO_DATA
1_1_178_817_2018-12-19 14:53:57.213447,1-1-178-817,user-476,,16.65,,7.591666666666667,ENERGY_MET
1_1_178_817_2018-12-20 14:39:57.165448,1-1-178-817,user-414,,15.0,,5.606388888888889,ENERGY_MET
1_1_178_817_2018-12-21 01:31:40.893154,1-1-178-817,user-525,,10.0,,0.005833333333333334,ENERGY_MET
1_1_178_817_2018-12-26 14:25:41.495406,1-1-178-817,user-322,,18.78,,4.676666666666667,ENERGY_MET
1_1_178_817_2018-12-27 14:25:44.661374,1-1-178-817,user-322,,18.78,,6.081944444444445,ENERGY_MET
1_1_178_817_2018-12-28 17:16:53.166786,1-1-178-817,user-451,,8.0,,6.785833333333334,ENERGY_MET
1_1_178_817_2019-01-02 14:12:35.410680,1-1-178-817,user-378,,40.0,,0.0016666666666666668,ENERGY_MET
1_1_178_817_2019-01-02 20:30:41.492924,1-1-178-817,user-448,,40.0,,0.0025,ENERGY_MET
1_1_178_817_2019-01-03 14:27:01.109908,1-1-178-817,user-322,,18.78,,2.9786111111111113,ENERGY_MET
1_1_178_817_2019-01-04 00:09:19.267262,1-1-178-817,user-313,,59.94,,0.0011111111111111111,ENERGY_MET
1_1_178_817_2019-01-04 15:16:51.424403,1-1-178-817,,,,,6.303333333333334,UNCLAIMED_NO_DATA
1_1_178_817_2019-01-07 14:26:22.201507,1-1-178-817,user-322,,18.78,,3.411111111111111,ENERGY_MET
1_1_178_817_2019-01-08 00:59:42.277127,1-1-178-817,user-313,,53.28,,0.001388888888888889,ENERGY_MET
1_1_178_817_2019-01-08 14:28:31.516470,1-1-178-817,user-322,,18.78,,5.653888888888889,ENERGY_MET
1_1_178_817_2019-01-09 14:22:16.304710,1-1-178-817,user-1648,,9.99,,7.618888888888889,ENERGY_MET
1_1_178_817_2019-01-10 14:18:23.136295,1-1-178-817,user-416,,28.56,,7.338611111111111,ENERGY_MET
1_1_178_817_2019-01-11 13:55:07.216582,1-1-178-817,user-333,,16.0,,8.698055555555555,ENERGY_MET
1_1_178_817_2019-01-14 14:21:01.744258,1-1-178-817,user-322,,21.91,,6.066666666666666,ENERGY_MET
1_1_178_817_2019-01-15 14:23:14.283655,1-1-178-817,user-322,,12.52,,3.075277777777778,ENERGY_MET
1_1_178_817_2019-01-16 14:23:05.694596,1-1-178-817,user-322,,15.65,,5.927777777777778,ENERGY_MET
1_1_178_817_2019-01-17 00:55:50.044181,1-1-178-817,user-438,,40.0,,0.001388888888888889,ENERGY_MET
1_1_178_817_2019-01-17 14:56:03.016628,1-1-178-817,user-371,,18.0,,7.957222222222223,ENERGY_MET
1_1_178_817_2019-01-18 15:48:58.572143,1-1-178-817,user-551,,22.2,,0.21138888888888888,ENERGY_MET
1_1_178_817_2019-01-19 21:42:57.938687,1-1-178-817,user-194,,15.0,,1.6355555555555557,ENERGY_MET
1_1_178_817_2019-01-22 14:25:22.920468,1-1-178-817,user-322,,15.65,,3.8577777777777778,ENERGY_MET
1_1_178_817_2019-01-23 14:11:36.167112,1-1-178-817,user-1648,,9.99,,6.582222222222223,ENERGY_MET
1_1_178_817_2019-01-24 00:26:38.958711,1-1-178-817,user-386,,10.0,,0.001388888888888889,ENERGY_MET
1_1_178_817_2019-01-24 14:27:58.949339,1-1-178-817,user-322,,18.78,,5.273055555555556,ENERGY_MET
1_1_178_817_2019-01-25 14:36:38.511693,1-1-178-817,user-423,,40.0,,2.3466666666666667,ENERGY_MET
1_1_178_817_2019-01-26 01:15:57.174431,1-1-178-817,user-438,,40.0,,0.001388888888888889,ENERGY_MET
1_1_178_817_2019-01-26 23:14:45.845640,1-1-178-817,user-438,,40.0,,0.0011111111111111111,ENERGY_MET
1_1_178_817_2019-01-28 14:14:40.255293,1-1-178-817,user-462,,4.0,,6.658888888888889,ENERGY_MET
1_1_178_817_2019-01-28 23:07:46.916070,1-1-178-817,user-220,,7.5,,0.5727777777777778,ENERGY_MET
1_1_178_817_2019-01-29 14:13:52.508626,1-1-178-817,user-378,,40.0,,0.001388888888888889,ENERGY_MET
1_1_178_817_2019-01-29 23:52:49.631845,1-1-178-817,user-345,,16.0,,0.023055555555555555,ENERGY_MET
1_1_178_817_2019-01-30 14:09:04.074865,1-1-178-817,user-1648,,9.99,,6.034722222222222,ENERGY_MET
1_1_178_817_2019-01-31 00:41:56.489275,1-1-178-817,user-425,,3.5,,0.8533333333333334,ENERGY_MET
1_1_178_817_2019-01-31 14:02:29.223802,1-1-178-817,user-1648,,9.99,,7.03,ENERGY_MET
1_1_178_817_2019-02-01 14:35:30.554392,1-1-178-817,user-933,,42.25,,2.835277777777778,ENERGY_MET
1_1_178_817_2019-02-04 14:21:16.981926,1-1-178-817,user-438,,40.0,,3.049722222222222,ENERGY_MET
1_1_178_817_2019-02-05 00:17:38.464354,1-1-178-817,user-1485,,18.0,,0.0011111111111111111,ENERGY_MET
1_1_178_817_2019-02-05 14:44:42.784588,1-1-178-817,user-414,,15.0,,6.369722222222222,ENERGY_MET
1_1_178_817_2019-02-06 14:33:04.403973,1-1-178-817,user-176,,19.98,,3.145277777777778,ENERGY_MET
1_1_178_817_2019-02-07 14:30:02.340107,1-1-178-817,user-438,,40.0,,0.6908333333333333,ENERGY_MET
1_1_178_817_2019-02-07 22:18:15.314490,1-1-178-817,user-526,,24.0,,1.1822222222222223,ENERGY_MET
1_1_178_817_2019-02-08 13:14:53.380047,1-1-178-817,user-416,,24.99,,4.142222222222222,ENERGY_MET
1_1_178_817_2019-02-08 20:07:28.551437,1-1-178-817,user-1528,,28.0,,0.9633333333333334,ENERGY_MET
1_1_178_817_2019-02-11 15:05:10.778955,1-1-178-817,user-409,,12.0,,5.667222222222223,ENERGY_MET
1_1_178_817_2019-02-12 13:51:48.146825,1-1-178-817,user-943,,40.65,,0.001388888888888889,ENERGY_MET
1_1_178_817_2019-02-12 19:46:31.672004,1-1-178-817,user-1025,,20.0,,0.0016666666666666668,ENERGY_MET
1_1_178_817_2019-02-12 21:27:28.736776,1-1-178-817,user-171,,15.0,,2.3094444444444444,ENERGY_MET
1_1_178_817_2019-02-13 01:46:58.229098,1-1-178-817,user-335,,5.5,,0.001388888888888889,ENERGY_MET
1_1_178_817_2019-02-13 14:22:39.494593,1-1-178-817,user-322,,18.78,,5.166944444444445,ENERGY_MET
1_1_178_817_2019-02-14 14:30:00.114684,1-1-178-817,user-943,,40.65,,0.0016666666666666668,ENERGY_MET
1_1_178_817_2019-02-14 20:01:36.601984,1-1-178-817,user-943,,21.68,,4.853888888888889,ENERGY_MET
1_1_178_817_2019-02-15 16:10:20.657467,1-1-178-817,user-438,,40.0,,0.0025,ENERGY_MET
1_1_178_817_2019-02-17 20:17:27.522132,1-1-178-817,user-194,,30.0,,4.008333333333334,ENERGY_MET
1_1_178_817_2019-02-19 14:29:28.170729,1-1-178-817,user-322,,21.91,,0.001388888888888889,ENERGY_MET
1_1_178_817_2019-02-19 18:35:25.822010,1-1-178-817,,,,,6.549444444444444,UNCLAIMED_NO_DATA
1_1_178_817_2019-02-20 14:44:17.649368,1-1-178-817,user-414,,15.0,,6.736944444444444,ENERGY_MET
1_1_178_817_2019-02-21 14:33:50.081529,1-1-178-817,user-322,,15.65,,1.3805555555555555,ENERGY_MET
1_1_178_817_2019-02-21 19:54:20.461933,1-1-178-817,user-458,,48.0,,0.001388888888888889,ENERGY_MET
1_1_178_817_2019-02-22 14:27:40.291741,1-1-178-817,user-322,,21.91,,2.5244444444444443,ENERGY_MET
1_1_178_817_2019-02-24 21:46:17.015552,1-1-178-817,user-438,,40.0,,3.0180555555555557,ENERGY_MET
1_1_178_817_2019-02-25 14:22:50.197329,1-1-178-817,user-322,,21.91,,3.758888888888889,ENERGY_MET
1_1_178_817_2019-02-26 14:25:09.733078,1-1-178-817,user-322,,21.91,,4.956666666666667,ENERGY_MET
1_1_178_823_2018-09-13 15:25:10.191927,1-1-178-823,,,,,,UNCLAIMED_NO_DATA
1_1_178_823_2018-09-13 21:52:29.396543,1-1-178-823,,,,,,UNCLAIMED_NO_DATA
1_1_178_823_2018-09-13 23:40:34.728348,1-1-178-823,,,,,,UNCLAIMED_NO_DATA
1_1_178_823_2018-09-14 01:21:27.068415,1-1-178-823,,,,,,UNCLAIMED_NO_DATA
1_1_178_823_2018-09-14 14:22:37.547428,1-1-178-823,user-410,,12.0,,,ENERGY_MET
1_1_178_823_2018-09-15 19:42:32.277366,1-1-178-823,,,,,,UNCLAIMED_NO_DATA
1_1_178_823_2018-09-16 17:36:57.474418,1-1-178-823,,,,,,UNCLAIMED_NO_DATA
1_1_178_823_2018-09-17 13:23:22.144227,1-1-178-823,user-322,,10.0,,,ENERGY_MET
1_1_178_823_2018-09-17 18:56:02.466860,1-1-178-823,,,,,,UNCLAIMED_NO_DATA
1_1_178_823_2018-09-18 13:27:33.807364,1-1-178-823,,,,,,UNCLAIMED_NO_DATA
1_1_178_823_2018-09-19 11:02:12.728193,1-1-178-823,,,,,,UNCLAIMED_NO_DATA
1_1_178_823_2018-09-19 21:04:44.788756,1-1-178-823,user-467,,17.0,,,ENERGY_MET
1_1_178_823_2018-09-20 13:04:25.973175,1-1-178-823,,,,,,UNCLAIMED_NO_DATA
1_1_178_823_2018-09-21 12:47:01.491775,1-1-178-823,user-406,,20.0,,,ENERGY_MET
1_1_178_823_2018-09-22 12:43:04.654777,1-1-178-823,user-406,,20.0,,,ENERGY_MET
1_1_178_823_2018-09-22 22:20:07.481583,1-1-178-823,,,,,,UNCLAIMED_NO_DATA
1_1_178_823_2018-09-24 12:49:57.545605,1-1-178-823,user-406,,15.0,,,ENERGY_MET
1_1_178_823_2018-09-25 12:44:18.317020,1-1-178-823,user-406,,20.0,,,ENERGY_MET
1_1_178_823_2018-09-25 23:03:58.715868,1-1-178-823,user-438,,25.0,,,ENERGY_MET
1_1_178_823_2018-09-26 12:46:37.306606,1-1-178-823,user-406,,20.0,,,ENERGY_MET
1_1_178_823_2018-09-26 23:03:52.333130,1-1-178-823,,,,,,UNCLAIMED_NO_DATA
1_1_178_823_2018-09-27 12:47:54.288992,1-1-178-823,user-406,,20.0,,,ENERGY_MET
1_1_178_823_2018-09-28 12:50:35.584379,1-1-178-823,user-406,,20.0,,,ENERGY_MET
1_1_178_823_2018-09-28 22:37:49.235732,1-1-178-823,user-171,,7.5,,,ENERGY_MET
1_1_178_823_2018-09-29 13:19:48.714660,1-1-178-823,,,,,,UNCLAIMED_NO_DATA
1_1_178_823_2018-10-01 12:49:27.367543,1-1-178-823,user-476,,9.99,,,ENERGY_MET
1_1_178_823_2018-10-02 00:52:46.392036,1-1-178-823,,,,,,UNCLAIMED_NO_DATA
1_1_178_823_2018-10-02 12:46:18.059867,1-1-178-823,,,,,,UNCLAIMED_NO_DATA
1_1_178_823_2018-10-02 22:43:54.402823,1-1-178-823,user-467,,21.25,,,ENERGY_MET
1_1_178_823_2018-10-03 12:46:53.155801,1-1-178-823,user-406,,20.0,,,ENERGY_MET
1_1_178_823_2018-10-03 22:42:56.464856,1-1-178-823,,,,,,UNCLAIMED_NO_DATA
1_1_178_823_2018-10-04 01:13:30.854635,1-1-178-823,,,,,,UNCLAIMED_NO_DATA
1_1_178_823_2018-10-04 04:38:21.962038,1-1-178-823,,,,,,UNCLAIMED_NO_DATA
1_1_178_823_2018-10-04 12:49:03.089242,1-1-178-823,user-406,,20.0,,,ENERGY_MET
1_1_178_823_2018-10-04 22:41:04.234316,1-1-178-823,,,,,,UNCLAIMED_NO_DATA
1_1_178_823_2018-10-05 12:46:05.084266,1-1-178-823,user-406,,20.0,,,ENERGY_MET
1_1_178_823_2018-10-06 01:12:27.085226,1-1-178-823,user-405,,10.0,,,ENERGY_MET
1_1_178_823_2018-10-06 12:46:04.610775,1-1-178-823,,,,,,UNCLAIMED_NO_DATA
1_1_178_823_2018-10-06 13:45:03.418723,1-1-178-823,user-406,,20.0,,,ENERGY_MET
1_1_178_823_2018-10-07 22:10:18.551286,1-1-178-823,,,,,,UNCLAIMED_NO_DATA
1_1_178_823_2018-10-07 22:54:34.469428,1-1-178-823,,,,,,UNCLAIMED_NO_DATA
1_1_178_823_2018-10-08 13:22:30.741199,1-1-178-823,user-176,,18.75,,,ENERGY_MET
1_1_178_823_2018-10-09 12:46:50.457125,1-1-178-823,user-406,,20.0,,5.895833333333333,ENERGY_MET
1_1_178_823_2018-10-09 23:13:01.017660,1-1-178-823,,,,,1.0552777777777778,UNCLAIMED_NO_DATA
1_1_178_823_2018-10-10 03:29:01.766172,1-1-178-823,user-405,,10.0,,3.741388888888889,ENERGY_MET
1_1_178_823_2018-10-10 12:51:06.139365,1-1-178-823,user-406,,20.0,,3.225,ENERGY_MET
1_1_178_823_2018-10-10 21:03:13.771471,1-1-178-823,,,,,0.001388888888888889,UNCLAIMED_NO_DATA
1_1_178_823_2018-10-10 21:56:06.108843,1-1-178-823,,,,,2.7172222222222224,UNCLAIMED_NO_DATA
1_1_178_823_2018-10-11 12:47:05.319809,1-1-178-823,user-406,,20.0,,5.398888888888889,ENERGY_MET
1_1_178_823_2018-10-11 23:48:47.722634,1-1-178-823,user-336,,9.0,,0.3788888888888889,ENERGY_MET
1_1_178_823_2018-10-12 12:46:49.315686,1-1-178-823,user-406,,20.0,,6.464166666666666,ENERGY_MET
1_1_178_823_2018-10-15 12:45:08.726008,1-1-178-823,user-406,,20.0,,4.503055555555555,ENERGY_MET
1_1_178_823_2018-10-16 00:05:46.326295,1-1-178-823,user-405,,10.0,,5.447222222222222,ENERGY_MET
1_1_178_823_2018-10-16 12:46:31.060960,1-1-178-823,user-406,,20.0,,5.739444444444445,ENERGY_MET
1_1_178_823_2018-10-16 23:38:06.663306,1-1-178-823,,,,,0.0016666666666666668,UNCLAIMED_NO_DATA
1_1_178_823_2018-10-17 12:45:47.293706,1-1-178-823,user-406,,20.0,,5.928888888888889,ENERGY_MET
1_1_178_823_2018-10-18 12:46:07.179925,1-1-178-823,user-406,,20.0,,5.406666666666666,ENERGY_MET
1_1_178_823_2018-10-18 22:33:55.707076,1-1-178-823,user-355,,16.0,,0.001388888888888889,ENERGY_MET
1_1_178_823_2018-10-19 01:58:50.623183,1-1-178-823,user-405,,10.0,,3.556111111111111,ENERGY_MET
1_1_178_823_2018-10-19 12:47:20.923835,1-1-178-823,user-406,,20.0,,6.2025,ENERGY_MET
1_1_178_823_2018-10-20 00:26:58.667322,1-1-178-823,,,,,0.7611111111111111,UNCLAIMED_NO_DATA
1_1_178_823_2018-10-20 02:00:09.297598,1-1-178-823,user-405,,10.0,,1.4572222222222222,ENERGY_MET
1_1_178_823_2018-10-20 12:43:55.580174,1-1-178-823,user-406,,20.0,,0.001388888888888889,ENERGY_MET
1_1_178_823_2018-10-22 12:54:05.625289,1-1-178-823,user-406,,20.0,,6.006388888888889,ENERGY_MET
1_1_178_823_2018-10-22 22:52:05.684127,1-1-178-823,user-607,,20.0,,0.001388888888888889,ENERGY_MET
1_1_178_823_2018-10-23 07:10:19.484694,1-1-178-823,user-405,,10.0,,0.23444444444444446,ENERGY_MET
1_1_178_823_2018-10-23 12:45:48.613222,1-1-178-823,user-406,,20.0,,4.648055555555556,ENERGY_MET
1_1_178_823_2018-10-23 23:00:37.290044,1-1-178-823,,,,,0.0025,UNCLAIMED_NO_DATA
1_1_178_823_2018-10-24 12:49:28.718733,1-1-178-823,user-406,,20.0,,5.493611111111111,ENERGY_MET
1_1_178_823_2018-10-24 22:54:37.712903,1-1-178-823,user-355,,12.0,,0.0016666666666666668,ENERGY_MET
1_1_178_823_2018-10-25 12:48:13.601553,1-1-178-823,user-406,,20.0,,3.5172222222222222,ENERGY_MET
1_1_178_823_2018-10-25 22:41:18.178066,1-1-178-823,user-331,,35.0,,0.001388888888888889,ENERGY_MET
1_1_178_823_2018-10-26 12:44:56.024334,1-1-178-823,user-406,,20.0,,5.6947222222222225,ENERGY_MET
1_1_178_823_2018-10-27 13:46:02.154349,1-1-178-823,,,,,2.6041666666666665,UNCLAIMED_NO_DATA
