session_id,station_id,user_id,energy_kwh,kwh_requested,shortfall_kwh,idle_h,p2_label
1_1_179_813_2018-11-16 14:59:46.256033,1-1-179-813,user-1283,,49.0,,0.04527777777777778,ENERGY_MET
1_1_179_813_2018-11-19 15:10:06.218999,1-1-179-813,user-551,,22.2,,8.175,ENERGY_MET
1_1_179_813_2018-11-20 16:24:34.625902,1-1-179-813,user-551,,13.32,,1.5358333333333334,ENERGY_MET
1_1_179_813_2018-11-20 21:51:07.756966,1-1-179-813,user-551,,4.0,,4.373055555555555,ENERGY_MET
1_1_179_813_2018-11-26 16:23:25.111626,1-1-179-813,user-551,,17.76,,1.7583333333333333,ENERGY_MET
1_1_179_813_2018-11-27 15:46:53.762167,1-1-179-813,user-443,,16.0,,2.8033333333333332,ENERGY_MET
1_1_179_813_2018-11-28 15:38:40.909848,1-1-179-813,user-531,,17.05,,0.001388888888888889,ENERGY_MET
1_1_179_813_2018-11-28 19:43:47.590909,1-1-179-813,user-423,,36.0,,7.225833333333333,ENERGY_MET
1_1_179_813_2018-11-29 16:21:06.204881,1-1-179-813,user-440,,10.0,,7.298055555555556,ENERGY_MET
1_1_179_813_2018-11-30 15:48:19.509943,1-1-179-813,user-346,,14.92,,3.1661111111111113,ENERGY_MET
1_1_179_813_2018-12-03 15:36:56.348286,1-1-179-813,user-335,,15.125,,4.660277777777778,ENERGY_MET
1_1_179_813_2018-12-04 16:01:09.872247,1-1-179-813,user-371,,18.0,,5.520277777777777,ENERGY_MET
1_1_179_813_2018-12-06 16:06:24.091767,1-1-179-813,user-1196,,57.6,,0.07888888888888888,ENERGY_MET
1_1_179_813_2018-12-07 18:02:03.126363,1-1-179-813,user-340,,46.6,,4.397222222222222,ENERGY_MET
1_1_179_813_2018-12-10 15:12:58.723940,1-1-179-813,user-1283,,49.0,,0.9611111111111111,ENERGY_MET
1_1_179_813_2018-12-11 15:37:24.190517,1-1-179-813,user-597,,12.0,,5.478888888888889,ENERGY_MET
1_1_179_813_2018-12-11 23:31:08.321594,1-1-179-813,user-420,,12.0,,0.001388888888888889,ENERGY_MET
1_1_179_813_2018-12-12 15:41:08.317753,1-1-179-813,user-597,,12.0,,5.3925,ENERGY_MET
1_1_179_813_2018-12-13 16:15:20.879648,1-1-179-813,,,,,6.2175,UNCLAIMED_NO_DATA
1_1_179_813_2018-12-14 15:24:34.371604,1-1-179-813,user-551,,31.08,,1.4680555555555554,ENERGY_MET
1_1_179_813_2018-12-14 22:33:34.985685,1-1-179-813,user-551,,4.44,,0.5091666666666667,ENERGY_MET
1_1_179_813_2018-12-17 15:37:33.339290,1-1-179-813,user-335,,15.125,,0.0025,ENERGY_MET
1_1_179_813_2018-12-17 20:45:11.585563,1-1-179-813,user-420,,24.0,,2.1380555555555554,ENERGY_MET
1_1_179_813_2018-12-18 14:56:02.423833,1-1-179-813,user-1283,,3.5,,0.49944444444444447,ENERGY_MET
1_1_179_813_2018-12-18 23:32:40.070388,1-1-179-813,user-628,,34.0,,0.001388888888888889,ENERGY_MET
1_1_179_813_2018-12-19 14:59:27.180117,1-1-179-813,user-1283,,42.0,,2.4630555555555556,ENERGY_MET
1_1_179_813_2018-12-20 15:25:58.989865,1-1-179-813,user-942,,49.5,,1.2455555555555555,ENERGY_MET
1_1_179_813_2018-12-26 17:56:52.177660,1-1-179-813,user-420,,24.0,,0.6152777777777778,ENERGY_MET
1_1_179_813_2018-12-27 21:29:39.562863,1-1-179-813,user-336,,14.6,,2.256666666666667,ENERGY_MET
1_1_179_813_2018-12-28 15:03:00.328152,1-1-179-813,user-1283,,77.0,,0.0022222222222222222,ENERGY_MET
1_1_179_813_2019-01-02 14:55:59.667345,1-1-179-813,user-1283,,49.0,,1.198888888888889,ENERGY_MET
1_1_179_813_2019-01-03 15:55:49.119458,1-1-179-813,user-371,,18.0,,4.371111111111111,ENERGY_MET
1_1_179_813_2019-01-07 15:09:40.568549,1-1-179-813,user-551,,22.2,,0.001388888888888889,ENERGY_MET
1_1_179_813_2019-01-08 14:59:05.550157,1-1-179-813,user-1283,,49.0,,1.253611111111111,ENERGY_MET
1_1_179_813_2019-01-09 15:34:56.869761,1-1-179-813,user-440,,10.0,,6.141111111111111,ENERGY_MET
1_1_179_813_2019-01-10 15:36:07.308230,1-1-179-813,user-943,,13.55,,1.8458333333333334,ENERGY_MET
1_1_179_813_2019-01-10 20:23:08.174476,1-1-179-813,user-322,,12.52,,2.301111111111111,ENERGY_MET
1_1_179_813_2019-01-11 15:20:44.828481,1-1-179-813,user-1332,,20.0,,0.001388888888888889,ENERGY_MET
1_1_179_813_2019-01-11 19:37:25.085984,1-1-179-813,user-630,,20.0,,2.865,ENERGY_MET
1_1_179_813_2019-01-14 15:19:59.889217,1-1-179-813,user-480,,18.0,,2.986388888888889,ENERGY_MET
1_1_179_813_2019-01-15 14:57:43.573578,1-1-179-813,user-1283,,49.0,,1.5130555555555556,ENERGY_MET
1_1_179_813_2019-01-16 15:30:45.173925,1-1-179-813,user-464,,18.0,,3.401111111111111,ENERGY_MET
1_1_179_813_2019-01-17 15:37:28.356162,1-1-179-813,user-943,,27.1,,0.45444444444444443,ENERGY_MET
1_1_179_813_2019-01-17 20:39:02.338163,1-1-179-813,user-1528,,27.72,,2.7280555555555557,ENERGY_MET
1_1_179_813_2019-01-21 18:04:40.143371,1-1-179-813,user-551,,22.2,,2.4586111111111113,ENERGY_MET
1_1_179_813_2019-01-23 14:59:42.004145,1-1-179-813,user-1283,,56.0,,0.0033333333333333335,ENERGY_MET
1_1_179_813_2019-01-24 15:34:57.817522,1-1-179-813,user-1370,,31.46,,4.686111111111111,ENERGY_MET
1_1_179_813_2019-01-25 13:48:10.101064,1-1-179-813,user-1765,,37.5,,0.001388888888888889,ENERGY_MET
1_1_179_813_2019-01-25 20:55:10.236580,1-1-179-813,user-474,,44.1,,0.27666666666666667,ENERGY_MET
1_1_179_813_2019-01-28 15:21:44.594970,1-1-179-813,user-382,,20.0,,4.0025,ENERGY_MET
1_1_179_813_2019-01-29 15:08:00.783297,1-1-179-813,user-1283,,42.0,,0.0011111111111111111,ENERGY_MET
1_1_179_813_2019-01-30 14:54:20.688005,1-1-179-813,user-551,,17.76,,0.7597222222222222,ENERGY_MET
1_1_179_813_2019-01-31 13:45:18.705364,1-1-179-813,user-401,,55.25,,0.9175,ENERGY_MET
1_1_179_813_2019-01-31 23:36:32.781563,1-1-179-813,user-1078,,8.0,,0.001388888888888889,ENERGY_MET
1_1_179_813_2019-02-04 15:37:15.358350,1-1-179-813,user-1701,,8.0,,3.254722222222222,ENERGY_MET
1_1_179_813_2019-02-05 15:02:19.032269,1-1-179-813,user-1283,,56.0,,0.6777777777777778,ENERGY_MET
1_1_179_813_2019-02-06 15:18:15.523882,1-1-179-813,user-1157,,40.0,,2.858888888888889,ENERGY_MET
1_1_179_813_2019-02-07 15:28:37.545364,1-1-179-813,user-942,,38.5,,6.710277777777778,ENERGY_MET
1_1_179_813_2019-02-08 15:31:14.597351,1-1-179-813,user-1370,,34.32,,0.0016666666666666668,ENERGY_MET
1_1_179_813_2019-02-08 19:23:40.837884,1-1-179-813,user-458,,54.0,,0.7797222222222222,ENERGY_MET
1_1_179_813_2019-02-11 15:28:47.219528,1-1-179-813,user-462,,4.0,,10.79,ENERGY_MET
1_1_179_813_2019-02-12 14:59:01.396580,1-1-179-813,user-1283,,56.0,,1.1866666666666668,ENERGY_MET
1_1_179_813_2019-02-13 15:17:04.650179,1-1-179-813,user-404,,25.0,,5.408888888888889,ENERGY_MET
1_1_179_813_2019-02-14 15:16:01.035641,1-1-179-813,user-1813,,25.04,,4.6075,ENERGY_MET
1_1_179_813_2019-02-19 14:58:22.087210,1-1-179-813,user-1283,,56.0,,3.9027777777777777,ENERGY_MET
1_1_179_813_2019-02-20 15:12:20.960917,1-1-179-813,user-888,,57.5,,0.0033333333333333335,ENERGY_MET
1_1_179_813_2019-02-21 15:58:03.115121,1-1-179-813,user-1796,,8.0,,0.8780555555555556,ENERGY_MET
1_1_179_813_2019-02-22 14:59:11.668086,1-1-179-813,user-1461,,180.0,,2.7466666666666666,ENERGY_MET
1_1_179_813_2019-02-22 22:05:22.837019,1-1-179-813,user-943,,32.52,,0.001388888888888889,ENERGY_MET
1_1_179_813_2019-02-25 15:40:44.562750,1-1-179-813,user-373,,16.0,,1.7597222222222222,ENERGY_MET
1_1_179_813_2019-02-25 23:37:02.507863,1-1-179-813,user-888,,30.0,,0.001388888888888889,ENERGY_MET
1_1_179_813_2019-02-26 15:00:40.236032,1-1-179-813,user-1283,,49.0,,3.0213888888888887,ENERGY_MET
1_1_179_815_2018-09-07 13:20:10.049357,1-1-179-815,user-322,,7.5,,,ENERGY_MET
1_1_179_815_2018-09-07 15:51:53.386136,1-1-179-815,,,,,,UNCLAIMED_NO_DATA
1_1_179_815_2018-09-07 19:51:48.616374,1-1-179-815,,,,,,UNCLAIMED_NO_DATA
1_1_179_815_2018-09-08 12:53:26.520589,1-1-179-815,user-405,,10.0,,,ENERGY_MET
1_1_179_815_2018-09-10 15:07:33.681197,1-1-179-815,user-455,,3.33,,,ENERGY_MET
1_1_179_815_2018-09-17 14:07:31.476836,1-1-179-815,,,,,,UNCLAIMED_NO_DATA
1_1_179_815_2018-09-18 14:10:05.057096,1-1-179-815,,,,,,UNCLAIMED_NO_DATA
1_1_179_815_2018-09-19 13:20:37.781228,1-1-179-815,,,,,,UNCLAIMED_NO_DATA
1_1_179_815_2018-09-20 14:15:28.291905,1-1-179-815,,,,,,UNCLAIMED_NO_DATA
1_1_179_815_2018-09-21 14:22:37.793432,1-1-179-815,,,,,,UNCLAIMED_NO_DATA
1_1_179_815_2018-09-24 14:30:30.743390,1-1-179-815,,,,,,UNCLAIMED_NO_DATA
1_1_179_815_2018-09-25 18:01:27.708607,1-1-179-815,,,,,,UNCLAIMED_NO_DATA
1_1_179_815_2018-09-26 14:04:06.490282,1-1-179-815,user-345,,16.0,,,ENERGY_MET
1_1_179_815_2018-09-27 14:18:17.701881,1-1-179-815,,,,,,UNCLAIMED_NO_DATA
1_1_179_815_2018-09-28 12:46:52.333885,1-1-179-815,user-483,,9.99,,,ENERGY_MET
1_1_179_815_2018-09-28 21:40:38.566374,1-1-179-815,,,,,,UNCLAIMED_NO_DATA
1_1_179_815_2018-10-01 14:23:29.275184,1-1-179-815,user-537,,30.0,,,ENERGY_MET
1_1_179_815_2018-10-02 12:35:30.824182,1-1-179-815,user-483,,9.99,,,ENERGY_MET
1_1_179_815_2018-10-03 14:37:40.521498,1-1-179-815,user-346,,13.055,,,ENERGY_MET
1_1_179_815_2018-10-04 12:46:44.696988,1-1-179-815,user-651,,15.0,,,ENERGY_MET
1_1_179_815_2018-10-04 19:15:37.854131,1-1-179-815,,,,,,UNCLAIMED_NO_DATA
1_1_179_815_2018-10-05 13:34:49.199690,1-1-179-815,,,,,,UNCLAIMED_NO_DATA
1_1_179_815_2018-10-08 13:55:41.986337,1-1-179-815,,,,,,UNCLAIMED_NO_DATA
1_1_179_815_2018-10-08 18:12:22.311366,1-1-179-815,user-630,,12.0,,0.15,ENERGY_MET
1_1_179_815_2018-10-09 14:38:07.603940,1-1-179-815,user-526,,20.0,,6.416944444444445,ENERGY_MET
1_1_179_815_2018-10-10 14:01:28.818040,1-1-179-815,,,,,5.839166666666666,UNCLAIMED_NO_DATA
1_1_179_815_2018-10-11 14:26:41.918814,1-1-179-815,user-537,,22.5,,4.371944444444445,ENERGY_MET
1_1_179_815_2018-10-15 14:00:21.461834,1-1-179-815,user-385,,12.0,,6.719444444444444,ENERGY_MET
1_1_179_815_2018-10-16 14:46:11.430122,1-1-179-815,user-526,,20.0,,7.3425,ENERGY_MET
1_1_179_815_2018-10-17 14:57:25.277504,1-1-179-815,user-526,,20.0,,2.3144444444444443,ENERGY_MET
1_1_179_815_2018-10-17 18:59:40.420226,1-1-179-815,user-345,,20.0,,1.9530555555555555,ENERGY_MET
1_1_179_815_2018-10-18 14:03:18.339940,1-1-179-815,user-726,,2.75,,0.9783333333333334,ENERGY_MET
1_1_179_815_2018-10-19 14:06:42.938585,1-1-179-815,user-726,,2.75,,0.9297222222222222,ENERGY_MET
1_1_179_815_2018-10-19 19:46:12.803468,1-1-179-815,user-420,,24.0,,0.15583333333333332,ENERGY_MET
1_1_179_815_2018-10-22 14:05:35.921079,1-1-179-815,,,,,3.3244444444444445,UNCLAIMED_NO_DATA
1_1_179_815_2018-10-23 14:04:17.307575,1-1-179-815,,,,,5.164722222222222,UNCLAIMED_NO_DATA
1_1_179_815_2018-10-23 22:52:20.336292,1-1-179-815,user-420,,24.0,,0.001388888888888889,ENERGY_MET
1_1_179_815_2018-10-24 14:06:50.997138,1-1-179-815,,,,,1.305,UNCLAIMED_NO_DATA
1_1_179_815_2018-10-24 19:38:50.955193,1-1-179-815,,,,,0.006944444444444444,UNCLAIMED_NO_DATA
1_1_179_815_2018-10-25 14:28:42.920283,1-1-179-815,user-537,,12.5,,0.6722222222222223,ENERGY_MET
1_1_179_815_2018-10-26 15:21:11.580777,1-1-179-815,,,,,1.5666666666666667,UNCLAIMED_NO_DATA
1_1_179_815_2018-10-29 13:59:33.179828,1-1-179-815,user-385,,12.0,,5.3869444444444445,ENERGY_MET
1_1_179_815_2018-10-30 14:27:39.792682,1-1-179-815,,,,,2.6933333333333334,UNCLAIMED_NO_DATA
1_1_179_815_2018-11-01 14:22:47.792871,1-1-179-815,,,,,1.3016666666666667,UNCLAIMED_NO_DATA
1_1_179_815_2018-11-02 14:11:39.396400,1-1-179-815,user-409,,12.0,,0.0077777777777777776,ENERGY_MET
1_1_179_815_2018-11-05 15:09:49.328871,1-1-179-815,user-480,,18.0,,0.0011111111111111111,ENERGY_MET
1_1_179_815_2018-11-06 14:47:33.210348,1-1-179-815,user-1074,,23.31,,6.540555555555556,ENERGY_MET
1_1_179_815_2018-11-07 14:13:20.200927,1-1-179-815,user-1180,,12.0,,10.25361111111111,ENERGY_MET
1_1_179_815_2018-11-08 14:37:18.169517,1-1-179-815,user-1180,,12.0,,6.576666666666667,ENERGY_MET
1_1_179_815_2018-11-09 14:53:31.473677,1-1-179-815,user-1182,,28.0,,2.6622222222222223,ENERGY_MET
1_1_179_815_2018-11-12 14:00:26.773214,1-1-179-815,user-1180,,12.0,,8.445277777777777,ENERGY_MET
1_1_179_815_2018-11-13 15:22:48.200290,1-1-179-815,user-480,,18.0,,6.058055555555556,ENERGY_MET
1_1_179_815_2018-11-14 14:54:02.032431,1-1-179-815,user-385,,8.0,,5.0925,ENERGY_MET
1_1_179_815_2018-11-15 15:39:01.164418,1-1-179-815,user-346,,14.92,,3.8633333333333333,ENERGY_MET
1_1_179_815_2018-11-16 14:15:48.877486,1-1-179-815,user-1180,,12.0,,1.6077777777777778,ENERGY_MET
1_1_179_815_2018-11-16 20:57:25.650417,1-1-179-815,user-346,,18.65,,1.4416666666666667,ENERGY_MET
1_1_179_815_2018-11-19 14:35:37.621679,1-1-179-815,user-1180,,12.0,,2.238888888888889,ENERGY_MET
1_1_179_815_2018-11-19 20:55:42.564152,1-1-179-815,,,,,0.5113888888888889,UNCLAIMED_NO_DATA
1_1_179_815_2018-11-20 15:15:09.880749,1-1-179-815,user-1180,,12.0,,6.578888888888889,ENERGY_MET
1_1_179_815_2018-11-26 14:18:03.692066,1-1-179-815,user-1180,,12.0,,2.6283333333333334,ENERGY_MET
1_1_179_815_2018-11-26 19:57:29.750544,1-1-179-815,,,,,3.781111111111111,UNCLAIMED_NO_DATA
1_1_179_815_2018-11-27 14:58:23.088394,1-1-179-815,user-1180,,12.0,,6.860277777777778,ENERGY_MET
1_1_179_815_2018-11-28 14:59:33.940090,1-1-179-815,,,,,0.11305555555555556,UNCLAIMED_NO_DATA
1_1_179_815_2018-11-29 15:23:12.189135,1-1-179-815,user-1180,,8.0,,2.2080555555555557,ENERGY_MET
1_1_179_815_2018-11-29 19:16:17.915629,1-1-179-815,user-410,,10.0,,4.4675,ENERGY_MET
1_1_179_815_2018-11-30 15:08:37.070594,1-1-179-815,user-631,,12.0,,1.2602777777777778,ENERGY_MET
1_1_179_815_2018-11-30 20:07:19.344096,1-1-179-815,user-374,,16.0,,3.0772222222222223,ENERGY_MET
1_1_179_815_2018-12-03 14:48:06.614445,1-1-179-815,user-1180,,12.0,,8.309722222222222,ENERGY_MET
1_1_179_815_2018-12-04 15:15:41.333690,1-1-179-815,,,,,2.5947222222222224,UNCLAIMED_NO_DATA
1_1_179_815_2018-12-05 13:53:55.082449,1-1-179-815,user-537,,32.5,,3.2894444444444444,ENERGY_MET
1_1_179_815_2018-12-06 15:02:20.799000,1-1-179-815,user-1180,,12.0,,4.856111111111111,ENERGY_MET
1_1_179_815_2018-12-10 15:01:51.925501,1-1-179-815,user-1074,,23.31,,2.7105555555555556,ENERGY_MET
1_1_179_815_2018-12-11 14:58:22.749466,1-1-179-815,user-1180,,12.0,,7.845277777777778,ENERGY_MET
1_1_179_815_2018-12-12 15:01:43.482107,1-1-179-815,user-1180,,12.0,,6.654722222222222,ENERGY_MET
1_1_179_815_2018-12-13 15:33:14.697250,1-1-179-815,user-190,,12.0,,3.3247222222222224,ENERGY_MET
1_1_179_815_2018-12-14 21:38:16.951661,1-1-179-815,user-826,,50.0,,1.8508333333333333,ENERGY_MET
1_1_179_815_2018-12-15 21:37:29.490899,1-1-179-815,user-382,,16.0,,0.0008333333333333334,ENERGY_MET
1_1_179_815_2018-12-17 15:16:17.127708,1-1-179-815,user-346,,14.92,,4.159722222222222,ENERGY_MET
1_1_179_815_2018-12-18 15:21:28.062939,1-1-179-815,user-826,,50.0,,8.733888888888888,ENERGY_MET
1_1_179_815_2018-12-20 14:50:55.342525,1-1-179-815,user-1078,,24.0,,3.1780555555555554,ENERGY_MET
1_1_179_815_2018-12-26 15:42:46.771916,1-1-179-815,user-537,,25.0,,5.339722222222222,ENERGY_MET
1_1_179_815_2018-12-27 15:30:33.571520,1-1-179-815,user-1281,,75.0,,0.005555555555555556,ENERGY_MET
1_1_179_815_2019-01-02 15:36:25.767043,1-1-179-815,user-382,,16.0,,4.431388888888889,ENERGY_MET
1_1_179_815_2019-01-03 16:03:28.948927,1-1-179-815,,,,,0.5713888888888888,UNCLAIMED_NO_DATA
1_1_179_815_2019-01-03 17:09:09.692495,1-1-179-815,user-1281,,75.0,,0.0044444444444444444,ENERGY_MET
1_1_179_815_2019-01-04 18:46:37.327766,1-1-179-815,user-362,,25.74,,0.7247222222222223,ENERGY_MET
1_1_179_815_2019-01-07 14:57:42.882873,1-1-179-815,user-1180,,12.0,,0.0025,ENERGY_MET
1_1_179_815_2019-01-07 18:49:02.278803,1-1-179-815,user-1652,,12.0,,5.367222222222222,ENERGY_MET
1_1_179_815_2019-01-08 15:18:55.394773,1-1-179-815,user-425,,9.0,,5.3133333333333335,ENERGY_MET
1_1_179_815_2019-01-09 00:24:46.624289,1-1-179-815,user-1485,,12.0,,0.001388888888888889,ENERGY_MET
1_1_179_815_2019-01-09 14:51:08.225718,1-1-179-815,user-1180,,12.0,,6.452222222222222,ENERGY_MET
1_1_179_815_2019-01-10 14:01:24.766936,1-1-179-815,user-425,,9.0,,2.2672222222222222,ENERGY_MET
1_1_179_815_2019-01-10 18:05:14.357487,1-1-179-815,user-999,,30.0,,5.2588888888888885,ENERGY_MET
1_1_179_815_2019-01-11 15:27:58.325457,1-1-179-815,user-1528,,36.96,,0.027777777777777776,ENERGY_MET
1_1_179_815_2019-01-11 21:38:51.488952,1-1-179-815,user-458,,24.0,,0.001388888888888889,ENERGY_MET
1_1_179_815_2019-01-14 13:42:20.614469,1-1-179-815,user-826,,50.0,,0.0025,ENERGY_MET
1_1_179_815_2019-01-15 14:38:45.340522,1-1-179-815,user-356,,14.0,,3.5544444444444445,ENERGY_MET
1_1_179_815_2019-01-16 14:57:43.831592,1-1-179-815,user-414,,15.0,,3.9594444444444443,ENERGY_MET
1_1_179_815_2019-01-17 14:52:55.912973,1-1-179-815,user-481,,75.2,,5.610277777777778,ENERGY_MET
1_1_179_815_2019-01-18 18:01:01.681754,1-1-179-815,user-554,,16.0,,0.001388888888888889,ENERGY_MET
1_1_179_815_2019-01-22 14:52:22.886689,1-1-179-815,user-414,,15.0,,6.426666666666667,ENERGY_MET
1_1_179_815_2019-01-23 15:36:50.398115,1-1-179-815,user-1626,,32.0,,2.1994444444444445,ENERGY_MET
1_1_179_815_2019-01-24 14:47:03.121052,1-1-179-815,user-425,,7.0,,8.891944444444444,ENERGY_MET
1_1_179_815_2019-01-25 14:49:25.293899,1-1-179-815,user-425,,7.0,,8.006388888888889,ENERGY_MET
1_1_179_815_2019-01-29 14:53:32.360803,1-1-179-815,user-382,,20.0,,3.7844444444444445,ENERGY_MET
1_1_179_815_2019-01-30 15:00:49.781150,1-1-179-815,user-425,,7.0,,6.974166666666667,ENERGY_MET
1_1_179_815_2019-01-31 14:22:43.833562,1-1-179-815,,,,,9.309166666666666,UNCLAIMED_NO_DATA
1_1_179_815_2019-02-01 16:14:18.531647,1-1-179-815,,,,,-0.01638888888888889,UNCLAIMED_NO_DATA
1_1_179_815_2019-02-01 17:53:09.235790,1-1-179-815,user-983,,4.0,,0.001388888888888889,ENERGY_MET
1_1_179_815_2019-02-01 20:07:43.767474,1-1-179-815,user-983,,4.0,,2.3666666666666667,ENERGY_MET
1_1_179_815_2019-02-04 14:52:19.390686,1-1-179-815,user-409,,12.0,,5.547777777777778,ENERGY_MET
1_1_179_815_2019-02-05 14:46:04.595307,1-1-179-815,,,,,0.0025,UNCLAIMED_NO_DATA
1_1_179_815_2019-02-06 00:02:49.880574,1-1-179-815,user-362,,20.02,,0.5563888888888889,ENERGY_MET
1_1_179_815_2019-02-06 14:34:18.805229,1-1-179-815,,,,,8.765,UNCLAIMED_NO_DATA
1_1_179_815_2019-02-07 14:46:39.111572,1-1-179-815,,,,,8.134444444444444,UNCLAIMED_NO_DATA
1_1_179_815_2019-02-08 00:03:32.314844,1-1-179-815,user-420,,12.0,,0.0011111111111111111,ENERGY_MET
1_1_179_815_2019-02-08 14:31:08.633590,1-1-179-815,user-425,,10.5,,8.673055555555555,ENERGY_MET
1_1_179_815_2019-02-11 15:31:20.937381,1-1-179-815,user-630,,20.0,,3.7241666666666666,ENERGY_MET
1_1_179_815_2019-02-12 15:02:18.704910,1-1-179-815,user-409,,12.0,,0.003611111111111111,ENERGY_MET
1_1_179_815_2019-02-13 14:51:59.947489,1-1-179-815,user-425,,7.0,,9.270555555555555,ENERGY_MET
1_1_179_815_2019-02-14 14:34:58.568937,1-1-179-815,,,,,8.492222222222223,UNCLAIMED_NO_DATA
1_1_179_815_2019-02-15 17:29:16.886104,1-1-179-815,user-382,,20.0,,4.235277777777778,ENERGY_MET
1_1_179_815_2019-02-19 14:52:08.860469,1-1-179-815,user-425,,14.0,,5.083333333333333,ENERGY_MET
1_1_179_815_2019-02-20 14:54:18.506976,1-1-179-815,user-425,,7.0,,8.727222222222222,ENERGY_MET
1_1_179_815_2019-02-21 14:50:29.532660,1-1-179-815,user-425,,7.0,,8.150833333333333,ENERGY_MET
1_1_179_815_2019-02-22 14:54:33.309320,1-1-179-815,user-425,,7.0,,7.772222222222222,ENERGY_MET
1_1_179_815_2019-02-25 15:47:05.144214,1-1-179-815,user-943,,32.52,,0.0011111111111111111,ENERGY_MET
1_1_179_815_2019-02-25 20:36:47.092297,1-1-179-815,user-393,,33.6,,0.002777777777777778,ENERGY_MET
1_1_179_815_2019-02-26 14:41:27.559392,1-1-179-815,user-438,,40.0,,0.0011111111111111111,ENERGY_MET
1_1_179_815_2019-02-26 17:31:45.865490,1-1-179-815,user-1060,,20.0,,2.950277777777778,ENERGY_MET
1_1_191_778_2018-09-05 14:17:47.607596,1-1-191-778,,,,,,UNCLAIMED_NO_DATA
1_1_191_778_2018-09-06 15:48:06.351567,1-1-191-778,,,,,,UNCLAIMED_NO_DATA
1_1_191_778_2018-09-07 15:32:44.536496,1-1-191-778,,,,,,UNCLAIMED_NO_DATA
1_1_191_778_2018-09-10 15:13:27.425867,1-1-191-778,,,,,,UNCLAIMED_NO_DATA
1_1_191_778_2018-09-10 22:14:43.107016,1-1-191-778,,,,,,UNCLAIMED_NO_DATA
1_1_191_778_2018-09-13 16:35:02.047670,1-1-191-778,,,,,,UNCLAIMED_NO_DATA
1_1_191_778_2018-09-13 19:35:34.909559,1-1-191-778,,,,,,UNCLAIMED_NO_DATA
1_1_191_778_2018-09-17 15:45:28.176240,1-1-191-778,,,,,,UNCLAIMED_NO_DATA
1_1_191_778_2018-09-17 22:55:59.879525,1-1-191-778,,,,,,UNCLAIMED_NO_DATA
1_1_191_778_2018-09-18 15:14:04.935891,1-1-191-778,,,,,,UNCLAIMED_NO_DATA
1_1_191_778_2018-09-19 14:48:40.091977,1-1-191-778,,,,,,UNCLAIMED_NO_DATA
1_1_191_778_2018-09-20 15:34:11.352006,1-1-191-778,,,,,,UNCLAIMED_NO_DATA
1_1_191_778_2018-09-21 15:53:30.254491,1-1-191-778,,,,,,UNCLAIMED_NO_DATA
1_1_191_778_2018-09-24 14:08:06.455405,1-1-191-778,user-194,,22.5,,,ENERGY_MET
1_1_191_778_2018-09-25 14:59:55.917256,1-1-191-778,user-444,,5.56,,,ENERGY_MET
1_1_191_778_2018-09-26 15:25:21.322912,1-1-191-778,,,,,,UNCLAIMED_NO_DATA
1_1_191_778_2018-09-27 15:42:10.563666,1-1-191-778,,,,,,UNCLAIMED_NO_DATA
1_1_191_778_2018-10-01 15:33:11.835753,1-1-191-778,,,,,,UNCLAIMED_NO_DATA
1_1_191_778_2018-10-01 16:29:37.000039,1-1-191-778,user-631,,8.0,,,ENERGY_MET
1_1_191_778_2018-10-01 19:31:01.208605,1-1-191-778,user-459,,12.0,,,ENERGY_MET
1_1_191_778_2018-10-02 14:59:22.814657,1-1-191-778,user-444,,5.56,,,ENERGY_MET
1_1_191_778_2018-10-03 15:06:28.738374,1-1-191-778,,,,,,UNCLAIMED_NO_DATA
1_1_191_778_2018-10-04 15:11:40.253726,1-1-191-778,,,,,,UNCLAIMED_NO_DATA
1_1_191_778_2018-10-05 14:49:28.737174,1-1-191-778,,,,,,UNCLAIMED_NO_DATA
1_1_191_778_2018-10-05 15:45:14.035412,1-1-191-778,,,,,,UNCLAIMED_NO_DATA
1_1_191_778_2018-10-08 14:36:05.113845,1-1-191-778,user-474,,67.5,,0.0011111111111111111,ENERGY_MET
1_1_191_778_2018-10-09 15:01:42.306130,1-1-191-778,user-476,,16.65,,6.991666666666666,ENERGY_MET
1_1_191_778_2018-10-10 15:11:21.934589,1-1-191-778,,,,,-0.016666666666666666,UNCLAIMED_NO_DATA
1_1_191_778_2018-10-10 18:47:50.842049,1-1-191-778,user-393,,35.0,,0.001388888888888889,ENERGY_MET
1_1_191_778_2018-10-10 23:29:44.189152,1-1-191-778,,,,,0.001388888888888889,UNCLAIMED_NO_DATA
1_1_191_778_2018-10-11 15:08:44.356423,1-1-191-778,user-551,,26.64,,0.3844444444444444,ENERGY_MET
1_1_191_778_2018-10-11 19:27:15.226430,1-1-191-778,user-420,,20.0,,0.6458333333333334,ENERGY_MET
1_1_191_778_2018-10-15 14:12:03.854939,1-1-191-778,,,,,8.648055555555555,UNCLAIMED_NO_DATA
1_1_191_778_2018-10-16 14:39:27.685305,1-1-191-778,user-410,,5.0,,0.7813888888888889,ENERGY_MET
1_1_191_778_2018-10-17 15:57:49.283420,1-1-191-778,user-341,,12.0,,4.174166666666666,ENERGY_MET
1_1_191_778_2018-10-18 15:17:10.138439,1-1-191-778,,,,,3.811111111111111,UNCLAIMED_NO_DATA
1_1_191_778_2018-10-19 15:15:40.318004,1-1-191-778,user-376,,8.7,,6.128888888888889,ENERGY_MET
